name,particle_label,start_index,end_index,start_time,end_time,major_axis_length,minor_axis_length,orientation,centroid,area,perimeter,y0,y1
10304_41,41,10304,10353,16:55:43.208000000,16:55:43.286000000,491.87063531109914,442.6991805072886,0.06867443857328358,"(25.55128205128205, 21.843101343101342)",163800.0,2298.589103967956,18,69
