name,date,slice_s_idx,slice_e_idx,ellipse_d_max,Euclidean_d_max,Feret_d_max,area,perimeter,circularity,probe,first_diode_trunc,last_diode_trunc,image_trunc,aspect_ratio
1768624_1_23ch0,220723,1768624,1768654,347.345764839704,352.2782990761707,360.5551275463989,51600.0,1240.8326112068523,2.3744707947696035,ch0,0,0,0,1.7001353561648456
1768624_2_23ch0,220723,1768624,1768637,158.03547688186396,131.52946437965906,145.60219778561037,5500.0,338.99494936611666,1.6627000200103126,ch0,0,0,0,3.0598664773745443
1877822_1_23ch0,220723,1877822,1877832,117.77748725952122,111.80339887498948,120.83045973594572,3400.0,258.99494936611666,1.5699788758724835,ch0,0,0,0,2.624685933965169
1877822_2_23ch0,220723,1877822,1877838,239.70347439695104,237.69728648009425,250.0,27800.0,893.908729652601,2.287345120644223,ch0,0,0,0,1.3913242718313492
1911595_2_23ch0,220723,1911595,1911648,1334.3949436234825,1237.9418403139946,1249.5199078045937,290200.0,4262.325394193526,4.981795900538162,ch0,0,14,0,3.106345282116572
1911595_5_23ch0,220723,1911595,1911605,100.2066829624892,100.0,110.0,2900.0,204.8528137423857,1.151531984301814,ch0,0,11,0,2.227223903380501
1929542_1_23ch0,220723,1929542,1929550,121.83628153194772,106.3014581273465,114.0175425099138,3300.0,241.06601717798213,1.4013550451786312,ch0,0,0,0,2.997111457015218
1929542_2_23ch0,220723,1929542,1929558,227.08449662696984,215.870331449229,230.8679276123039,25200.0,904.2640687119284,2.5821421311155843,ch0,0,0,0,1.2626108450194904
1931800_1_23ch0,220723,1931800,1931812,158.09601265060766,144.22205101855957,158.11388300841895,5700.0,336.92388155425124,1.5848160873349555,ch0,0,0,0,2.8551995578992715
1931800_2_23ch0,220723,1931800,1931820,295.9514602230348,269.07248094147417,278.0287754891569,29800.0,1124.6194077712555,3.3774196032165023,ch0,0,0,0,1.6738939163341746
568288_2_25ch0,220725,568288,568295,121.03465215671612,116.619037896906,125.29964086141668,5200.0,335.208152801713,1.7195544722102212,ch0,0,0,0,1.9022880188277664
568288_9_25ch0,220725,568288,568295,514.5136122625447,450.4442251822084,460.9772228646444,25900.0,1270.1219330881977,4.956569535977099,ch0,0,0,0,6.079982369055979
568288_14_25ch0,220725,568288,568295,174.44365161297037,152.97058540778357,174.6424919657298,10600.0,418.9949493661166,1.3179588375410491,ch0,0,0,0,2.160869911696917
632374_1_25ch0,220725,632374,632387,234.0638823391308,213.7755832643195,232.59406699226017,22600.0,899.0559159102155,2.846132424538781,ch0,0,0,0,1.5861691554048922
632374_2_25ch0,220725,632374,632385,126.13712929142748,114.0175425099138,126.49110640673518,4500.0,275.208152801713,1.339368907571734,ch0,0,0,0,2.484134356255096
711126_1_25ch0,220725,711126,711142,352.61612197400154,338.3784863137726,351.1409973215888,42700.0,1199.4722215136417,2.6812829725181726,ch0,0,0,0,2.018733654891669
711126_2_25ch0,220725,711126,711140,153.86115449633883,143.17821063276352,152.97058540778357,5000.0,321.06601717798213,1.640623065322335,ch0,0,0,0,3.0126345914982
756738_1_25ch0,220725,756738,756748,123.58820741034287,128.06248474865697,142.12670403551894,6900.0,347.2792206135785,1.3909087575138974,ch0,7,0,0,1.588396810221969
756738_4_25ch0,220725,756738,756759,230.3461524216508,250.0,260.768096208106,30000.0,810.1219330881975,1.7408833109978696,ch0,0,0,0,1.3217344048576072
779809_1_25ch0,220725,779809,779831,340.1999756585223,344.81879299133334,354.400902933387,51200.0,1145.3300858899106,2.0388323369374413,ch0,7,0,0,1.6676248689055395
779809_3_25ch0,220725,779809,779816,120.0670101126826,108.16653826391968,122.06555615733704,3800.0,255.56349186104043,1.367741946395645,ch0,0,0,0,2.8422967827115224
786934_1_25ch0,220725,786934,786947,172.2217712787779,143.17821063276352,156.5247584249853,4200.0,272.78174593052023,1.4098452812104485,ch0,0,0,0,3.9004163613967258
786934_3_25ch0,220725,786934,786955,286.2997783152936,317.6476034853718,326.49655434629017,29700.0,1129.116882454314,3.415949869647758,ch0,0,0,0,1.496757670027788
832947_1_25ch0,220725,832947,832992,647.811409849734,631.5853069855251,640.7807737440318,136000.0,3639.421715174808,7.750254995095726,ch0,0,43,0,1.650427188522326
832947_3_25ch0,220725,832947,832955,130.68113502722787,100.0,120.41594578792296,3600.0,267.27922061357856,1.5791305214555031,ch0,0,0,0,3.157835053683565
867221_2_25ch0,220725,867221,867233,172.71332374932064,144.22205101855957,158.11388300841895,3500.0,274.4974746830584,1.7131634427815647,ch0,0,0,0,3.542902522801011
867221_3_25ch0,220725,867221,867238,306.6113086790369,303.6445290137795,315.75306807693886,35500.0,990.4772721475248,2.199129538261865,ch0,0,0,0,1.95638413783891
1201988_1_25ch0,220725,1201988,1202008,272.4843234296318,208.80613017821105,218.4032966784156,4300.0,393.1370849898476,2.860287622202377,ch0,0,0,0,3.284926174239702
1201988_2_25ch0,220725,1201988,1202008,343.39993881552584,343.6568055487916,353.5533905932738,52000.0,1059.827560572969,1.7189261179396846,ch0,0,0,0,1.7338354563638794
1203352_1_25ch0,220725,1203352,1203361,126.58134862930126,100.0,116.619037896906,3000.0,234.4974746830583,1.4586302685756485,ch0,0,0,0,3.1625073281208107
1203352_2_25ch0,220725,1203352,1203366,209.6710730107609,205.91260281974,219.5449840010015,17200.0,794.5584412271571,2.9208777524182232,ch0,0,0,0,1.4287675931930173
1229138_1_25ch0,220725,1229138,1229145,151.22309808749776,120.83045973594572,138.92443989449805,4000.0,277.27922061357856,1.529553928964602,ch0,0,0,0,3.749567164862593
1229138_2_25ch0,220725,1229138,1229151,237.9315261136076,225.6102834535696,237.69728648009425,19500.0,839.76659402887,2.877880214270037,ch0,0,0,0,1.6586039004443378
1319552_1_25ch0,220725,1319552,1319560,123.26877122457728,100.0,120.41594578792296,4800.0,327.27922061357856,1.7757661090810914,ch0,0,0,0,2.096362860668848
1319552_2_25ch0,220725,1319552,1319566,289.0414974687824,284.42925306655786,296.141857899217,32300.0,824.558441227157,1.6750605006466122,ch0,0,0,0,1.9624017167081955
1401572_1_25ch0,220725,1401572,1401583,145.43817115330063,110.4536101718726,123.6931687685298,4100.0,288.2842712474619,1.6130512840846487,ch0,0,0,0,3.6146164863944734
1401572_2_25ch0,220725,1401572,1401585,224.98279090683764,199.24858845171275,219.3171219946131,20300.0,822.842712474619,2.654163988311134,ch0,0,0,0,1.4798055913070245
1407561_1_25ch0,220725,1407561,1407574,131.48882593429852,130.0,140.0,4300.0,293.1370849898476,1.59024196559126,ch0,0,0,0,2.815747007234564
1407561_2_25ch0,220725,1407561,1407575,224.06167460015385,225.6102834535696,237.69728648009425,22500.0,759.0559159102155,2.0377699643662184,ch0,0,0,0,1.5019083703675749
1432971_1_25ch0,220725,1432971,1432989,120.6718254890731,110.4536101718726,123.6931687685298,4000.0,246.21320343559643,1.206015312741709,ch0,0,0,0,2.7227063858069784
1432971_2_25ch0,220725,1432971,1432981,127.63407352606109,120.41594578792296,128.06248474865697,5000.0,331.7766952966369,1.751910379217648,ch0,0,0,0,1.8903414259580515
1432971_4_25ch0,220725,1432971,1433003,324.3632020034747,345.39832078341084,358.4689665786984,51700.0,1571.959594928933,3.803490629913518,ch0,0,0,0,1.3038729316074698
1508385_1_25ch0,220725,1508385,1508391,102.2369319539591,100.0,108.16653826391968,4700.0,288.6396103067893,1.410600836605822,ch0,0,0,0,1.4140417951888316
1508385_3_25ch0,220725,1508385,1508409,231.92935469653372,247.3863375370596,257.0992026436488,25800.0,768.050865276332,1.81949302699259,ch0,0,0,0,1.513366200241
1519485_1_25ch0,220725,1519485,1519497,151.9452850637237,126.49110640673518,143.17821063276352,6400.0,399.350288425444,1.982979236801924,ch0,0,0,0,1.9485611656797983
1519485_2_25ch0,220725,1519485,1519533,495.2404152867216,572.8001396647874,594.6427498927402,121700.0,2789.716087690036,5.088849084655918,ch0,0,0,0,1.2671997877851189
1544265_1_25ch0,220725,1544265,1544292,475.9280826178298,463.2493928760188,475.3945729601885,93800.0,1747.1067811865478,2.589561301679048,ch0,18,0,0,1.7488237031735665
1544265_2_25ch0,220725,1544265,1544272,193.50507020224225,152.31546211727817,165.52945357246847,4200.0,286.5685424949238,1.5559580192592877,ch0,0,0,0,3.9286157928871
1576831_1_25ch0,220725,1576831,1576841,104.20537534884302,100.4987562112089,110.4536101718726,3000.0,216.5685424949238,1.2441124287915544,ch0,0,0,0,2.364023357697948
1576831_2_25ch0,220725,1576831,1576845,244.3427450832397,237.69728648009425,247.3863375370596,24000.0,863.1980515339465,2.4705849811314,ch0,0,0,0,1.7183173555483071
1647129_1_25ch0,220725,1647129,1647140,299.10202785916806,284.42925306655786,298.328677803526,26800.0,751.1269837220809,1.675259424923327,ch0,0,0,0,2.502228964628648
1647129_2_25ch0,220725,1647129,1647140,139.24989648399236,111.80339887498948,123.6931687685298,4200.0,324.8528137423857,1.9994664034149976,ch0,0,0,0,1.9765766042946535
1682658_1_25ch0,220725,1682658,1682667,136.7937857447063,102.95630140987,116.619037896906,2100.0,212.07106781186548,1.7042515101480982,ch0,0,0,0,3.106778139739628
