name,date,slice_s_idx,slice_e_idx,ellipse_d_max,Euclidean_d_max,Feret_d_max,area,perimeter,circularity,probe,first_diode_trunc,last_diode_trunc,image_trunc,aspect_ratio
1336131_3_20ch0,220720,1336131,1336140,127.98640100617897,108.16653826391968,122.06555615733704,3700.0,273.1370849898476,1.6045370592073325,ch0,0,0,0,2.7171247184420677
1515314_2_20ch0,220720,1515314,1515331,268.4850336363587,243.3105012119288,254.95097567963924,23200.0,1298.8225099390856,5.786310899686366,ch0,0,0,0,1.4246043859819633
1515314_3_20ch0,220720,1515314,1515325,129.84989261654064,120.83045973594572,130.0,3100.0,254.85281374238568,1.6672752674223643,ch0,0,0,0,2.6133192874268456
1556579_1_20ch0,220720,1556579,1556612,496.1410494145056,493.9635614091387,502.4937810560445,77800.0,2370.3657992645926,5.747001144454031,ch0,0,0,0,1.661986759489523
1556579_2_20ch0,220720,1556579,1556612,115.22458073886008,128.06248474865697,136.01470508735443,8100.0,425.20815280171314,1.7762671454930832,ch0,0,0,0,1.046151314832442
1556579_5_20ch0,220720,1556579,1556588,110.11903690528708,106.3014581273465,122.06555615733704,5500.0,318.6396103067893,1.469017505274915,ch0,0,7,0,1.5170295480510396
1589447_1_20ch0,220720,1589447,1589455,117.33525221907014,100.0,114.0175425099138,4400.0,273.1370849898476,1.349269799787984,ch0,0,0,0,2.295939442521662
1589447_2_20ch0,220720,1589447,1589467,297.5501823699861,297.3213749463701,304.7950130825634,33800.0,1074.9747468305832,2.720632988218553,ch0,0,0,0,1.7613199188155744
1595927_1_20ch0,220720,1595927,1595938,134.947092941059,120.83045973594572,134.1640786499874,4700.0,296.9238815542512,1.4927343839319294,ch0,0,0,0,2.560188011484621
1595927_2_20ch0,220720,1595927,1595952,413.34112959495263,386.39358172723314,398.1205847478876,47700.0,1530.538238691624,3.9080501282709874,ch0,0,0,0,2.348105122086711
1595927_3_20ch0,220720,1595927,1595952,195.9205204269704,162.78820596099706,176.91806012954132,5100.0,344.8528137423857,1.855613432284235,ch0,0,0,0,3.234435092450093
1605433_1_20ch0,220720,1605433,1605450,273.82414174474286,272.02941017470886,280.178514522438,29500.0,791.1269837220809,1.68834235377565,ch0,12,0,0,1.813266924577974
1605433_2_20ch0,220720,1605433,1605442,131.58443686999348,108.16653826391968,122.06555615733704,3200.0,248.63961030678925,1.537378455132226,ch0,0,0,0,2.666289189892433
1627673_1_20ch0,220720,1627673,1627769,995.1100572170146,1002.2474744293448,1012.3734488813898,221300.0,4924.75180106472,8.721223521863179,ch0,0,69,0,2.4853232057486614
1627673_4_20ch0,220720,1627673,1627686,160.78160504038289,158.11388300841895,172.04650534085255,12700.0,548.3452377915607,1.8840592970779453,ch0,0,2,0,1.3164065824471916
1637019_2_20ch0,220720,1637019,1637031,150.68881245484158,144.22205101855957,158.11388300841895,8600.0,531.776695296637,2.616678019739165,ch0,0,0,0,1.231107433585817
1637019_4_20ch0,220720,1637019,1637045,251.0151621835409,275.86228448267445,286.0069929215018,39100.0,1251.8986283848344,3.1897137152499413,ch0,0,0,0,1.093488533369842
1642254_1_20ch0,220720,1642254,1642273,228.22181470140796,194.164878389476,206.15528128088303,7900.0,562.842712474619,3.1910759391237464,ch0,0,0,0,2.0348326928333527
1642254_2_20ch0,220720,1642254,1642274,290.18373502762125,299.666481275434,308.7069808086626,43400.0,1310.182899632296,3.147489282732593,ch0,0,0,0,1.3342428402395614
1642254_3_20ch0,220720,1642254,1642272,117.13655191096544,111.80339887498948,121.65525060596438,2800.0,202.78174593052023,1.1686644157690864,ch0,0,0,0,2.623642068301483
1658626_1_20ch0,220720,1658626,1658639,146.26105761001182,131.52946437965906,143.17821063276352,5600.0,312.78174593052023,1.3902244045643914,ch0,0,0,0,2.46239418922759
1658626_3_20ch0,220720,1658626,1658656,358.00335851826924,352.2782990761707,362.3534186398688,51800.0,1728.5281374238568,4.590006316814713,ch0,0,0,0,1.4783856459812663
1861831_1_20ch0,220720,1861831,1861866,411.3131847898244,451.7742799230607,462.709412050371,87400.0,1692.670273047588,2.6086957916485503,ch0,0,0,0,1.3530677680470156
1861831_2_20ch0,220720,1861831,1861839,144.93633914809377,136.01470508735443,144.22205101855957,4400.0,315.2081528017131,1.7969348987385485,ch0,0,0,0,3.388995982802831
1861831_3_20ch0,220720,1861831,1861866,128.87715278380523,134.53624047073708,142.12670403551894,8900.0,375.56349186104046,1.2611503535939652,ch0,0,0,0,1.351708007130173
1874727_2_20ch0,220720,1874727,1874780,714.8419031383289,771.621668954417,781.0889834071404,205700.0,3947.827919510468,6.029374675339836,ch0,0,0,0,1.5823925168696036
1874727_4_20ch0,220720,1874727,1874738,128.792944131803,117.04699910719626,126.49110640673518,4400.0,329.70562748477136,1.9660301749212865,ch0,0,0,0,2.1445863545710764
1957093_1_20ch0,220720,1957093,1957120,350.3230542402451,380.78865529319546,391.1521443121589,48300.0,1443.9696961967,3.4352564465917026,ch0,0,8,0,1.4888611951639332
1957093_2_20ch0,220720,1957093,1957104,125.770416994923,120.83045973594572,134.1640786499874,6400.0,308.6396103067893,1.1844411462054094,ch0,0,9,0,1.852150501632425
2161939_1_20ch0,220720,2161939,2161948,143.0347407524908,143.17821063276352,155.24174696260025,9000.0,445.56349186104046,1.7553625321976725,ch0,0,0,0,1.581171584583523
2161939_2_20ch0,220720,2161939,2161961,284.32519811704606,302.65491900843114,314.00636936215164,41600.0,1072.903679018718,2.2020048660679508,ch0,0,0,0,1.391630209548541
2173288_1_20ch0,220720,2173288,2173301,255.78397309599976,257.0992026436488,269.2582403567252,20700.0,805.269119345812,2.4928829110958333,ch0,0,0,0,2.205530936701277
2173288_5_20ch0,220720,2173288,2173294,147.5345766071076,110.4536101718726,123.6931687685298,3400.0,306.5685424949238,2.1997149032239784,ch0,0,0,0,2.175527762820519
2193286_1_20ch0,220720,2193286,2193297,149.01776377521702,136.01470508735443,148.66068747318505,10700.0,601.7766952966368,2.693252603528899,ch0,0,0,0,1.17815015438808
2193286_5_20ch0,220720,2193286,2193317,357.82235814433,368.78177829171545,380.78865529319546,75100.0,1505.3910524340097,2.4013134852059546,ch0,0,0,0,1.2720838395158154
2343989_1_20ch0,220720,2343989,2344024,425.0881272904235,427.2001872658765,435.6604182158393,83900.0,1584.6803743153546,2.381834238642109,ch0,5,0,0,1.613305298181442
2343989_3_20ch0,220720,2343989,2344000,178.51637841650216,177.2004514666935,186.81541692269408,14200.0,494.5584412271571,1.3706830092761084,ch0,0,0,0,1.6972892868319231
2378502_1_20ch0,220720,2378502,2378516,161.26866804629867,141.4213562373095,151.32745950421557,4200.0,315.208152801713,1.8825032272499072,ch0,0,0,0,3.197998232244827
2378502_2_20ch0,220720,2378502,2378517,269.6968226776429,268.3281572999748,277.308492477241,22500.0,821.8376618407356,2.3887994858915857,ch0,0,0,0,1.7477802103416673
506362_1_23ch0,220723,506362,506368,133.64949515242233,108.16653826391968,116.619037896906,3200.0,252.78174593052023,1.5890280952189584,ch0,0,0,0,3.208903854442645
506362_2_23ch0,220723,506362,506376,229.55962865730825,225.6102834535696,235.3720459187964,19800.0,821.4823227814084,2.7121979949414787,ch0,0,0,0,1.5539959720915302
623640_2_23ch0,220723,623640,623648,108.9579994219874,114.0175425099138,123.6931687685298,5000.0,308.6396103067893,1.5160846671429242,ch0,0,0,0,1.247669305938765
623640_3_23ch0,220723,623640,623651,283.75790405466086,245.15301344262525,257.0992026436488,16300.0,839.4112549695427,3.4399498216744333,ch0,0,0,0,2.5574947743379397
623640_5_23ch0,220723,623640,623649,105.02568916402046,108.16653826391968,116.619037896906,5500.0,279.350288425444,1.1290825480770794,ch0,0,0,0,1.475753793908768
623640_6_23ch0,220723,623640,623653,198.6911249589064,188.67962264113208,202.48456731316588,11700.0,624.5584412271571,2.6530805704985863,ch0,0,0,0,1.918971090987128
1234910_1_23ch0,220723,1234910,1234928,235.08724961142343,254.55844122715712,261.72504656604804,21600.0,940.7716446627536,3.2606547981432503,ch0,17,0,0,1.3598956465109515
1234910_4_23ch0,220723,1234910,1234922,142.55416905678229,121.65525060596438,131.52946437965906,3700.0,303.1370849898476,1.976362259457796,ch0,0,0,0,2.790936427910694
1549760_1_23ch0,220723,1549760,1549778,213.12641680293584,189.7366596101028,210.2379604162864,18500.0,632.1320343559642,1.718834279986337,ch0,15,0,0,1.6773270915897165
1549760_2_23ch0,220723,1549760,1549772,119.31096047995578,120.0,130.0,4500.0,278.99494936611666,1.3764812655853056,ch0,0,0,0,2.243416242494596
