name,date,slice_s_idx,slice_e_idx,start_time,end_time,ellipse_d_max,Euclidean_d_max,Feret_d_max,area,perimeter,circularity,probe,first_diode_trunc,last_diode_trunc,image_trunc,aspect_ratio,wind_w,pres,alt,temp,LWC,IWC
1911595_5_23ch0,220723,1911595,1911605,17:15.1,17:15.1,100.206683,100,110,2900,204.8528137,1.151531984,ch0,0,11,0,2.227223903,-0.2088441,529.5275,5461.6865,270.23108,0.021307362,0.19952422
1929542_1_23ch0,220723,1929542,1929550,17:16.7,17:16.7,121.8362815,106.3014581,114.0175425,3300,241.0660172,1.401355045,ch0,0,0,0,2.997111457,0.1737121,528.9714,5470.8564,270.3786,0.008302751,0.14066961
1929542_2_23ch0,220723,1929542,1929559,17:16.7,17:16.7,229.6957973,215.8703314,234.0939982,25400,944.9747468,2.797672184,ch0,0,0,0,1.264906295,0.1737121,528.9714,5470.8564,270.3786,0.008302751,0.14066961
1931800_1_23ch0,220723,1931800,1931812,17:16.9,17:16.9,158.0960127,144.222051,158.113883,5700,336.9238816,1.584816087,ch0,0,0,0,2.855199558,0.1737121,528.9714,5470.8564,270.3786,0.011025622,0.18244597
1931800_2_23ch0,220723,1931800,1931821,17:16.9,17:16.9,293.9318101,269.0724809,278.0287755,29600,1167.045815,3.66162813,ch0,0,0,0,1.658759426,0.1737121,528.9714,5470.8564,270.3786,0.011025622,0.18244597
568288_2_25ch0,220725,568288,568296,18:57.7,18:57.7,126.7908673,116.6190379,130.3840481,5600,349.3502884,1.734300388,ch0,0,0,0,1.979871043,-1.9555154,396.23196,7680.636,256.87604,0.06851016,0.35980892
568288_14_25ch0,220725,568288,568296,18:57.7,18:57.7,167.4309295,152.9705854,170.8800749,10800,429.7056275,1.360531067,ch0,0,0,0,1.963849931,-1.9555154,396.23196,7680.636,256.87604,0.06851016,0.35980892
632374_1_25ch0,220725,632374,632388,20:43.4,20:43.4,230.7185241,213.7755833,225.6102835,22300,907.6955262,2.940124106,ch0,0,0,0,1.566323293,-2.32096,395.40097,7698.2246,257.8288,0.02687591,0.20785707
632374_2_25ch0,220725,632374,632385,20:43.4,20:43.4,126.1371293,114.0175425,126.4911064,4500,275.2081528,1.339368908,ch0,0,0,0,2.484134356,-2.32096,395.40097,7698.2246,257.8288,0.02687591,0.20785707
711126_1_25ch0,220725,711126,711143,20:52.0,20:52.0,352.1745792,338.3784863,351.1409973,42900,1207.756493,2.705774537,ch0,0,0,0,1.99945531,-1.7227407,395.50085,7699.103,257.7593,0.022849558,0.08423863
711126_2_25ch0,220725,711126,711140,20:52.0,20:52.0,153.8611545,143.1782106,152.9705854,5000,321.0660172,1.640623065,ch0,0,0,0,3.012634591,-1.7227407,395.50085,7699.103,257.7593,0.022849558,0.08423863
756738_1_25ch0,220725,756738,756748,20:57.4,20:57.4,123.5882074,128.0624847,142.126704,6900,347.2792206,1.390908758,ch0,7,0,0,1.58839681,-1.6805282,395.3433,7700.1353,257.9705,0.003518454,0.10554574
756738_4_25ch0,220725,756738,756760,20:57.4,20:57.4,231.6851172,250,260.7680962,30200,825.9797975,1.797719972,ch0,0,0,0,1.325504504,-1.6805282,395.3433,7700.1353,257.9705,0.003518454,0.10554574
779809_1_25ch0,220725,779809,779832,21:00.0,21:00.0,339.5464671,344.818793,354.4009029,51400,1159.472222,2.081362443,ch0,7,0,0,1.654349858,-2.13709,395.33713,7701.7573,258.05826,0,0.0794605
779809_3_25ch0,220725,779809,779816,21:00.0,21:00.0,120.0670101,108.1665383,122.0655562,3800,255.5634919,1.367741946,ch0,0,0,0,2.842296783,-2.13709,395.33713,7701.7573,258.05826,0,0.0794605
786934_1_25ch0,220725,786934,786947,21:01.2,21:01.2,172.2217713,143.1782106,156.5247584,4200,272.7817459,1.409845281,ch0,0,0,0,3.900416361,-2.3152,395.5091,7700.909,257.96588,0,0.09645282
786934_3_25ch0,220725,786934,786956,21:01.2,21:01.2,286.1319472,317.6476035,326.4965543,29800,1137.401154,3.454627301,ch0,0,0,0,1.487363653,-2.3152,395.5091,7700.909,257.96588,0,0.09645282
832947_1_25ch0,220725,832947,832993,21:07.5,21:07.5,648.4351863,635.6099433,644.7480128,136200,3653.563851,7.799134888,ch0,0,44,0,1.645815813,-2.026036,396.0013,7686.0933,257.85144,0.004015398,0.09571384
